,ticker,name,description,logoid,type,typespecs,market_cap_basic,fundamental_currency_code,close,pricescale,minmov,fractional,minmove2,currency,change,volume,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,sector,market,recommendation_mark,relative_volume_10d_calc
0,NASDAQ:TLS,TLS,Telos Corporation,telos,stock,['common'],284385873.5546218,USD,3.87,100,1,false,0,USD,62.605042016806735,20077498,,-0.7428,-67.0715249662618,0.0,Technology services,Technology Services,america,1.4,43.42298369942879
1,NASDAQ:IMXI,IMXI,"International Money Express, Inc.",international-money-express,stock,['common'],446652075.3663794,USD,14.9,100,1,false,0,USD,60.56034482758622,10209152,8.79367327667611,1.6944,1.013473232383445,0.0,Commercial services,Commercial Services,america,2.0,27.97140597169256
2,NASDAQ:BNC,BNC,CEA Industries Inc.,cea-industries,stock,['common'],23002400.27953216,USD,27.34,100,1,false,0,USD,59.883040935672504,1351590,,-4.2148,16.120044578888702,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,0.6953661855986004
3,NASDAQ:BTAI,BTAI,"BioXcel Therapeutics, Inc.",bioxcel-therapeutics,stock,['common'],38758694.65346535,USD,6.4,100,1,false,0,USD,58.41584158415842,41838808,,-13.5248,83.68823750759819,0.0,Health technology,Health Technology,america,1.5,1.2273173110628892
4,NASDAQ:NAKA,NAKA,"Kindly MD, Inc.",kindly-md,stock,['common'],108618520.92,USD,14.28,100,1,false,0,USD,49.21630094043886,3475148,,-0.8621,-110.06335282651072,0.0,Health services,Health Services,america,,8.964783187890758
5,NASDAQ:AGH,AGH,Aureus Greenway Holdings Inc.,aureus-greenway,stock,['common'],,USD,3.88,100,1,false,0,USD,46.96969696969696,1506907,,,,,Consumer services,Consumer Services,america,,2.3013152820888743
6,NASDAQ:ANTE,ANTE,AirNet Technology Inc.,airnet-technology,stock,['common'],101769482.51923075,USD,3.405,100,1,false,0,USD,45.51282051282051,1108090,10.79581483830057,0.3154,,0.0,Commercial services,Commercial Services,america,,3.9813709966308406
7,NYSE:SBDS,SBDS,"Solo Brands, Inc.",,stock,['common'],28458425.552825555,USD,11.5,100,1,false,0,USD,41.27764127764127,49122,,-90.1496,-0.1919381530148361,0.0,Distribution services,Distribution Services,america,,2.736601671309192
8,NASDAQ:ONEG,ONEG,OneConstruction Group Limited,oneconstruction-limited,stock,['common'],115700000.0,USD,8.9,100,1,false,0,USD,37.98449612403101,518302,,,,0.0,Industrial services,Industrial Services,america,,25.601355389699236
9,NASDAQ:FEAM,FEAM,"5E Advanced Materials, Inc.",5e-advanced-materials-inc,stock,['common'],104092278.62068966,USD,5.2,100,1,false,0,USD,37.931034482758626,217535,,-16.1103,37.82639569616932,0.0,Process industries,Process Industries,america,1.0,6.26241485925508
10,NASDAQ:VFF,VFF,"Village Farms International, Inc.",village-farms-international,stock,['common'],259498574.75581396,USD,2.31,100,1,false,0,USD,34.30232558139535,23164610,,-0.356,-40.102321920503734,0.0,Process industries,Process Industries,america,1.0,21.60415888692455
11,NASDAQ:HURA,HURA,"TuHURA Biosciences, Inc.",kintara-therapeutics,stock,['common'],141973119.93478262,USD,3.05,100,1,false,0,USD,32.608695652173914,6504002,,-11.5667,92.1251592267791,0.0,Health technology,Health Technology,america,1.0,46.88839642310277
12,NASDAQ:PBYI,PBYI,Puma Biotechnology Inc,puma-biotechnology,stock,['common'],244298013.29268295,USD,4.85,100,1,false,0,USD,31.436314363143623,3947481,4.947969802081208,0.9802,435.9212684527063,0.0,Health technology,Health Technology,america,2.5,9.316130210744976
13,NYSE:LAR,LAR,Lithium Argentina AG,lithium-americas,stock,['common'],594428712.4792746,USD,3.67,100,1,false,0,USD,30.60498220640569,9218988,,-0.074903752,-100.9322427789173,0.0,Non-energy minerals,Non-Energy Minerals,america,1.363636,6.478792906334482
14,NASDAQ:ASST,ASST,Asset Entities Inc.,asset-entities,stock,['common'],70986163.34042552,USD,4.27,100,1,false,0,USD,29.78723404255318,5178401,,-0.9338,52.85505124450952,0.0,Commercial services,Commercial Services,america,,2.4309071210017303
15,NYSE:TGNA,TGNA,TEGNA Inc,tegna,stock,['common'],3196632423.4154143,USD,19.87,100,1,false,0,USD,29.784454604833442,13380878,7.14799625872365,2.7798,14.4751472223366,3.26583932070542,Consumer services,Consumer Services,america,1.285714,7.458456392575727
16,NYSE:MLNK,MLNK,"MeridianLink, Inc.",project-angel-parent,stock,['common'],1526826408.4508817,USD,19.78,100,1,false,0,USD,24.55919395465995,15328399,,-0.3832,28.266566828903038,0.0,Technology services,Technology Services,america,2.0,62.1005088074039
17,NASDAQ:CMPX,CMPX,"Compass Therapeutics, Inc.",compass-therapeutics,stock,['common'],461863562.3703703,USD,3.34,100,1,false,0,USD,23.70370370370369,1932793,,-0.4006,-14.066059225512529,0.0,Health technology,Health Technology,america,1.05,2.617158836849589
18,NASDAQ:GNLN,GNLN,"Greenlane Holdings, Inc.",greenlane,stock,['common'],5559118.352760738,USD,4.01,100,1,false,0,USD,23.006134969325153,293380,,-5850.4725,92.53531373643298,0.0,Distribution services,Distribution Services,america,,1.8367152734475627
19,NYSE:GTN,GTN,"Gray Media, Inc.",gray-television,stock,['common'],585192903.4285715,USD,5.06,100,1,false,0,USD,22.518159806295394,3853148,3.3576642335766422,1.507,1862.2395833333333,7.74818401937046,Consumer services,Consumer Services,america,1.5,2.625542872998109
20,NASDAQ:MPAA,MPAA,"Motorcar Parts of America, Inc.",motorcar-parts-of-america,stock,['common'],268407081.8874114,USD,13.81,100,1,false,0,USD,22.42907801418441,546742,,-0.9935,60.517426380002384,0.0,Producer manufacturing,Producer Manufacturing,america,1.0,4.946687186558204
21,NASDAQ:ARTL,ARTL,"Artelo Biosciences, Inc.",artelo-biosciences,stock,['common'],7065383.050299401,USD,10.03,100,1,false,0,USD,20.119760479041915,49154,,-17.9623,4.37344946177025,0.0,Health technology,Health Technology,america,1.0,0.212600771701788
22,NASDAQ:TAOX,TAOX,Tao Synergies Inc.,synaptogenix,stock,['common'],17209018.62012987,USD,7.39,100,1,false,0,USD,19.967532467532457,612226,,-9.8938,73.40862422997947,0.0,Technology services,Technology Services,america,,2.5134277108211154
23,NASDAQ:SNDL,SNDL,SNDL Inc.,sundial-growers,stock,['common'],517373971.28571427,USD,2.01,100,1,false,0,USD,19.642857142857135,15227542,,-0.2676,15.556958030924584,0.0,Process industries,Process Industries,america,1.0,4.160094245852191
24,NASDAQ:GPRE,GPRE,"Green Plains, Inc.",green-plains,stock,['common'],577804168.2101351,USD,8.835,100,1,false,0,USD,19.391891891891895,3845820,,-1.7051,-38.22146562905318,0.0,Process industries,Process Industries,america,1.857143,3.2995699290610743
25,NYSE:NUS,NUS,"Nu Skin Enterprises, Inc.",nu-skin-enterprises,stock,['common'],522789458.2508399,USD,10.58,100,1,false,0,USD,18.47704367301232,1293394,5.2804951088041525,2.0036,,2.68756998880179,Consumer non-durables,Consumer Non-Durables,america,,2.3876256398290443
26,NASDAQ:OPEN,OPEN,Opendoor Technologies Inc,opendoor,stock,['common'],1700054156.9846156,USD,2.31,100,1,false,0,USD,18.461538461538467,146170110,,-0.4256,27.59441987070432,0.0,Finance,Finance,america,2.15,0.7924899086974347
27,NASDAQ:BRLS,BRLS,Borealis Foods Inc.,borealis-foods,stock,['common'],73767387.79863481,USD,3.45,100,1,false,0,USD,17.747440273037544,135593,,-0.9862,-13.4867663981588,0.0,Technology services,Technology Services,america,,47.78776344540777
28,NASDAQ:SWIN,SWIN,Solowin Holdings,solowin,stock,['common'],276867392.40920097,USD,4.85,100,1,false,0,USD,17.43341404358353,2105624,,-0.0468,-121.80094786729858,0.0,Finance,Finance,america,,2.7850972015091946
29,NASDAQ:SOUN,SOUN,"SoundHound AI, Inc.",soundhound-ai,stock,['common'],6387576287.623616,USD,15.9,100,1,false,0,USD,17.343173431734314,121950947,,-0.6245,-60.87068521380733,0.0,Technology services,Technology Services,america,1.277778,2.609106565709311
30,NASDAQ:SKIN,SKIN,The Beauty Health Company,the-beauty-health,stock,['common'],280284135.1693122,USD,2.21,100,1,false,0,USD,16.931216931216937,3571433,,-0.2815,65.89945487583283,0.0,Health technology,Health Technology,america,2.25,2.4054905349597444
31,NASDAQ:SHFS,SHFS,"SHF Holdings, Inc.",shf,stock,['common'],7350968.688741722,USD,2.64,100,1,false,0,USD,16.556291390728475,1087509,,-18.2137,-2048.406076166025,0.0,Finance,Finance,america,,63.958702134291585
32,NASDAQ:CPSH,CPSH,CPS Technologies Corp.,cps-technologies,stock,['common'],48226186.03508772,USD,3.32,100,1,false,0,USD,16.491228070175428,362068,,-0.1266,-132.7205882352941,0.0,Producer manufacturing,Producer Manufacturing,america,,3.7548443432278753
33,NASDAQ:VVPR,VVPR,VivoPower International PLC,vivopower,stock,['common'],60066539.04705883,USD,5.94,100,1,false,0,USD,16.470588235294134,6348471,,-6.5047,-103.78132832080198,0.0,Utilities,Utilities,america,,3.7442310210234653
34,NASDAQ:RDNT,RDNT,"RadNet, Inc.",radnet,stock,['common'],4767172448.688157,USD,62.0,100,1,false,0,USD,16.191904047976013,3623977,,-0.2064,-240.59945504087193,0.0,Health services,Health Services,america,1.071429,4.829728339383859
35,NASDAQ:RR,RR,Richtech Robotics Inc.,richtech-robotics,stock,['common'],242235982.25683057,USD,2.11,100,1,false,0,USD,15.30054644808742,19319382,,-0.1387,-281.043956043956,0.0,Consumer durables,Consumer Durables,america,1.0,3.8530117545148537
36,NASDAQ:NEPH,NEPH,"Nephros, Inc.",nephros,stock,['common'],47596708.96666667,USD,4.49,100,1,false,0,USD,15.128205128205135,138406,35.948759007205766,0.1249,,0.0,Health technology,Health Technology,america,1.0,2.9034010694289734
37,NASDAQ:AMPH,AMPH,"Amphastar Pharmaceuticals, Inc.",amphastar-pharmaceuticals,stock,['common'],1272105333.8731625,USD,27.36,100,1,false,0,USD,14.909701805963884,1815430,10.243354548858106,2.671,-14.9010736929302,0.0,Health technology,Health Technology,america,1.666667,3.570691702399546
38,NYSE:ZIM,ZIM,ZIM Integrated Shipping Services Ltd.,zim-integrated-shipping,stock,['common'],2145348150.836129,USD,17.81,100,1,false,0,USD,14.903225806451607,23429343,0.9120517836475925,19.5274,,49.3548387096774,Transportation,Transportation,america,2.5625,7.413038631841852
39,NASDAQ:AUUD,AUUD,Auddia Inc.,auddia,stock,['common'],2021474.9584905661,USD,3.04,100,1,false,0,USD,14.716981132075476,28215370,,-20.9423,84.87819037668233,0.0,Technology services,Technology Services,america,,13.14465499634759
40,AMEX:BMNR,BMNR,"BitMine Immersion Technologies, Inc.",bitmine-immersion-technologies,stock,['common'],6624125592.174995,USD,58.98,100,1,false,0,USD,14.680147773672946,146725937,,-2.8796,-96.26499454743728,0.0,Finance,Finance,america,1.0,3.1850950123350037
41,NASDAQ:SUPX,SUPX,Super X AI Technology Limited,junee-limited,stock,['common'],587722803.0300001,USD,26.51,100,1,false,0,USD,14.464594127806569,257288,,,,0.0,Commercial services,Commercial Services,america,,0.31210897369100693
42,NASDAQ:VSTM,VSTM,"Verastem, Inc.",verastem,stock,['common'],473898555.23738873,USD,7.7,100,1,false,0,USD,14.243323442136496,6974343,,-3.5071,-5.097392867845361,0.0,Health technology,Health Technology,america,1.0,2.9037227191930115
43,NASDAQ:MLGO,MLGO,"MicroAlgo, Inc.",microalgo,stock,['common'],130593826.4673913,USD,10.5,100,1,false,0,USD,14.130434782608706,1106334,0.21049086469647216,49.8834,,0.0,Technology services,Technology Services,america,,1.8682788231370333
44,NASDAQ:PLL,PLL,Piedmont Lithium Inc.,piedmont-lithium,stock,['common'],225386116.07777774,USD,10.27,100,1,false,0,USD,14.111111111111107,1411065,,-2.5628,-25.504407443682688,0.0,Process industries,Process Industries,america,1.666667,2.484076500398473
45,NASDAQ:AIOT,AIOT,"PowerFleet, Inc.",powerfleet,stock,['common'],585816062.0439277,USD,4.39,100,1,false,0,USD,13.436692506459938,4632195,,-0.4283,79.81621112158341,0.0,Electronic technology,Electronic Technology,america,1.071429,2.9934867262676317
46,NASDAQ:FNKO,FNKO,"Funko, Inc.",funko,stock,['common'],153269649.18292683,USD,2.79,100,1,false,0,USD,13.414634146341466,3109500,,-1.2076,-38.10612991765783,0.0,Consumer durables,Consumer Durables,america,1.333333,1.4775549917029787
47,NASDAQ:SION,SION,"Sionna Therapeutics, Inc.",sionna-therapeutics,stock,['common'],883811605.0413129,USD,20.03,100,1,false,0,USD,13.355970571590262,165464,,,,0.0,Health technology,Health Technology,america,1.0,1.3940043927010732
48,NASDAQ:CLOV,CLOV,"Clover Health Investments, Corp.",clover-health,stock,['common'],1257023961.211009,USD,2.47,100,1,false,0,USD,13.302752293577983,11995543,,-0.0869,66.16043613707164,0.0,Finance,Finance,america,1.5,1.1213209903806511
49,NASDAQ:RCEL,RCEL,"Avita Medical, Inc.",avita-medical,stock,['common'],127150705.54588233,USD,4.81,100,1,false,0,USD,13.176470588235285,851911,,-1.971,-1.3055098684210573,0.0,Health technology,Health Technology,america,1.5625,2.098684957680721
50,NASDAQ:AMPG,AMPG,"Amplitech Group, Inc.",amplitech,stock,['common'],67687129.30240549,USD,3.29,100,1,false,0,USD,13.058419243986249,576642,,-0.6962,-3.3090963050897737,0.0,Electronic technology,Electronic Technology,america,1.0,1.3020558610374502
51,NASDAQ:DSGN,DSGN,"Design Therapeutics, Inc.",design-therapeutics,stock,['common'],274489970.3831776,USD,4.82,100,1,false,0,USD,12.616822429906543,195303,,-1.1189,-24.599109131403115,0.0,Health technology,Health Technology,america,1.666667,2.1775191603133437
52,NASDAQ:TIVC,TIVC,"Tivic Health Systems, Inc.",tivic-health-systems,stock,['common'],3705418.9699842026,USD,3.56,100,1,false,0,USD,12.480252764612954,51606,,-14.4672,92.38683419925518,0.0,Health technology,Health Technology,america,,1.7266692541388422
53,NASDAQ:LICN,LICN,Lichen International Limited,lichen-international-limited,stock,['common'],3047170.0,USD,4.31,100,1,false,0,USD,12.268820005209681,21734,,-8.808,,0.0,Commercial services,Commercial Services,america,,0.07369626045900964
54,AMEX:CTGO,CTGO,"Contango ORE, Inc.",contango-ore,stock,['common'],279817258.49698496,USD,22.29,100,1,false,0,USD,12.010050251256285,314116,,-3.7071,37.926357562666404,0.0,Non-energy minerals,Non-Energy Minerals,america,1.0,4.330334925591238
55,AMEX:ELA,ELA,Envela Corporation,envela,stock,['common'],173967347.81302172,USD,6.7,100,1,false,0,USD,11.853088480801334,149343,20.426829268292682,0.328,33.98692810457518,0.0,Retail trade,Retail Trade,america,1.0,5.410174575515956
56,NASDAQ:TLSA,TLSA,Tiziana Life Sciences Ltd,tiziana-life-sciences,stock,['common'],274198040.7272727,USD,2.46,100,1,false,0,USD,11.818181818181808,1157412,,-0.1112,35.57358053302434,0.0,Health technology,Health Technology,america,1.0,2.008200675014939
57,NASDAQ:LENZ,LENZ,"LENZ Therapeutics, Inc.",graphite-bio,stock,['common'],1105801696.2629757,USD,38.77,100,1,false,0,USD,11.79354094579009,2770225,,-1.8983,79.89898134225629,0.0,Health technology,Health Technology,america,1.0625,4.731220203846084
58,NASDAQ:SORA,SORA,Top Win International Limited,top-win-international-limited,stock,['common'],109650240.0,USD,4.41,100,1,false,0,USD,11.645569620253163,20286,,,,0.0,Distribution services,Distribution Services,america,,0.520828251967291
59,NASDAQ:QVCGA,QVCGA,"QVC Group, Inc. - Series A",qurate-retail,stock,['common'],43201219.692307696,USD,4.64,100,1,false,0,USD,11.538461538461526,376973,,-455.831,-1299.8218864679782,0.0,Consumer services,Consumer Services,america,,1.4872982731901006
60,NASDAQ:ATNF,ATNF,180 Life Sciences Corp.,180-life-sciences,stock,['common'],514467127.15999997,USD,3.34,100,1,false,0,USD,11.333333333333329,3779765,,-5.692,80.01846501651671,0.0,Health technology,Health Technology,america,,1.0750283321707326
61,NASDAQ:AVAH,AVAH,Aveanna Healthcare Holdings Inc.,aveanna-healthcare,stock,['common'],1426762227.3452768,USD,6.83,100,1,false,0,USD,11.23778501628665,2041516,90.82446808510637,0.0752,,0.0,Health services,Health Services,america,1.944444,1.0262424964617156
62,NASDAQ:TMDX,TMDX,"TransMedics Group, Inc.",transmedics,stock,['common'],4338338566.74131,USD,127.26,100,1,false,0,USD,11.144104803493454,2080397,65.80825318026683,1.9338,5316.806722689075,0.0,Health technology,Health Technology,america,1.35,1.3316000659784333
63,NASDAQ:ATLN,ATLN,Atlantic International Corp.,atlantic-international,stock,['common'],130699157.6753927,USD,2.12,100,1,false,0,USD,10.994764397905769,63235,,-3.6044,73.2845135563824,0.0,Health technology,Health Technology,america,,2.321266004933633
64,NASDAQ:CEP,CEP,"Cantor Equity Partners, Inc.",cantor-equity-partners,stock,['common'],306425000.0,USD,29.75,100,1,false,0,USD,10.883339545285136,861679,167.32283464566927,0.1778,,0.0,Finance,Finance,america,,2.630478516370297
65,NASDAQ:PROP,PROP,Prairie Operating Co.,prairie-operating-co,stock,['common'],158225204.81901842,USD,3.61,100,1,false,0,USD,10.736196319018408,2975258,,-5.3969,61.22777398613457,0.0,Energy minerals,Energy Minerals,america,1.25,1.5813070529958202
66,NASDAQ:NCT,NCT,Intercont (Cayman) Limited,intercont-cayman-limited,stock,['common'],80025003.0,USD,3.0,100,1,false,0,USD,10.701107011070112,10046,,,,0.0,Transportation,Transportation,america,,0.1292873238965465
67,NYSE:ANVS,ANVS,"Annovis Bio, Inc.",annovis-bio,stock,['common'],54951170.25882353,USD,2.82,100,1,false,0,USD,10.588235294117649,545444,,-2.2135,56.85857955874328,0.0,Health technology,Health Technology,america,1.25,2.4363676483265952
68,NASDAQ:VTVT,VTVT,vTv Therapeutics Inc.,vtv-therapeutics,stock,['common'],49430091.21225714,USD,15.4732,100,1,false,0,USD,10.522857142857145,2083,,-3.0111,66.04379990076232,0.0,Health technology,Health Technology,america,1.0,1.5564522154972897
69,NASDAQ:YMAT,YMAT,"J-Star Holding Co., Ltd.",,stock,['common'],86255332.02000001,USD,5.07,100,1,false,0,USD,10.457516339869292,550892,78.12018489984592,0.0649,-18.671679197994983,0.0,Producer manufacturing,Producer Manufacturing,america,,
70,NYSE:TKO,TKO,"TKO Group Holdings, Inc.",tko,stock,['common'],35623093302.957924,USD,180.0,100,1,false,0,USD,10.233327209259604,2654795,82.87292817679557,2.172,,0.465429603772429,Consumer services,Consumer Services,america,1.25,2.5422162579000323
71,NASDAQ:BOXL,BOXL,Boxlight Corporation,boxlight,stock,['common'],6190250.143396226,USD,2.336,100,1,false,0,USD,10.188679245283007,81442,,-12.6831,45.34512923493265,0.0,Electronic technology,Electronic Technology,america,2.0,4.00671048488665
72,NYSE:HCI,HCI,"HCI Group, Inc.",hci-group,stock,['common'],1782271589.0639207,USD,154.34,100,1,false,0,USD,9.983610061996714,341954,13.678016271114341,11.2838,-11.661734542095301,1.14016960022803,Finance,Finance,america,1.166667,2.414866278211657
73,NASDAQ:CRE,CRE,Cre8 Enterprise Limited,,stock,['common'],,USD,7.29,100,1,false,0,USD,9.954751131221721,1325599,,,,,Commercial services,Commercial Services,america,,0.7662749293163448
74,NASDAQ:FMFC,FMFC,Kandal M Venture Limited,kandal-m-venture-limited,stock,['common'],,USD,8.3,100,1,false,0,USD,9.933774834437099,116782,,,,,Consumer non-durables,Consumer Non-Durables,america,,0.35381858791293025
75,NASDAQ:CCIR,CCIR,Cohen Circle Acquisition Corp. I,cohen-circle-acquisition-i,stock,['common'],271773900.0,USD,11.46,100,1,false,0,USD,9.875359539789082,1660659,,,,0.0,Finance,Finance,america,,1.1715685112536
76,NASDAQ:MIRM,MIRM,"Mirum Pharmaceuticals, Inc.",mirum-pharmaceuticals,stock,['common'],3309153942.343005,USD,65.87,100,1,false,0,USD,9.838252459563126,1883384,,-1.2107,48.342364637112254,0.0,Health technology,Health Technology,america,1.045455,3.2216714927717898
77,NYSE:KSS,KSS,Kohl's Corporation,kohls,stock,['common'],1368028891.2787771,USD,12.21,100,1,false,0,USD,9.80215827338131,7350877,11.314984709480123,1.0791,-56.60164890408205,11.2410071942446,Retail trade,Retail Trade,america,2.323529,1.0015276310919217
78,NASDAQ:ACFN,ACFN,"Acorn Energy, Inc.",acorn-energy,stock,['common'],75968733.45878527,USD,30.37,100,1,false,0,USD,9.797541576283445,38242,10.689897923266455,2.841,1506.9004524886877,0.0,Electronic technology,Electronic Technology,america,,0.5357808345078612
79,NASDAQ:FLGC,FLGC,Flora Growth Corp.,flora-growth,stock,['common'],11920868.447978172,USD,20.6,100,1,false,0,USD,9.777673565962534,56898,,-0.8829,38.52955510687182,0.0,Health technology,Health Technology,america,1.0,3.8207209468819627
80,NYSE:ELF,ELF,"e.l.f. Beauty, Inc.",e-l-f-beauty,stock,['common'],6335586233.622482,USD,111.67,100,1,false,0,USD,9.727817627984678,6185889,66.23761788955454,1.6859,-19.84119437048308,0.0,Consumer non-durables,Consumer Non-Durables,america,1.264706,2.50800622171854
81,AMEX:SIF,SIF,"SIFCO Industries, Inc.",sifco-industries-inc,stock,['common'],34913790.291262135,USD,5.64,100,1,false,0,USD,9.514563106796103,37857,,-0.663,54.40165061898211,0.0,Electronic technology,Electronic Technology,america,,2.178093068213201
82,NYSE:STEM,STEM,"Stem, Inc.",stem,stock,['common'],115868890.18238994,USD,13.93,100,1,false,0,USD,9.512578616352194,628141,,-29.3576,65.97608859920356,0.0,Producer manufacturing,Producer Manufacturing,america,2.0,0.9008292078497959
